Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","1989","1989","1000 persons","1730.645","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","1989","1989","1000 persons","1752.67","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","1989","1989","1000 persons","1540.935","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","1989","1989","1000 persons","2026.354","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1990","1990","1000 persons","3485.374","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","1990","1990","1000 persons","1731.745","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","1990","1990","1000 persons","1753.629","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","1990","1990","1000 persons","1537.311","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","1990","1990","1000 persons","2031.946","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1991","1991","1000 persons","3504.805","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","1991","1991","1000 persons","1742.145","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","1991","1991","1000 persons","1762.659","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","1991","1991","1000 persons","1535.239","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","1991","1991","1000 persons","2041.136","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1992","1992","1000 persons","3528.367","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","1992","1992","1000 persons","1754.215","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","1992","1992","1000 persons","1774.152","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","1992","1992","1000 persons","1532.593","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","1992","1992","1000 persons","2056.001","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1993","1993","1000 persons","3545.7","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","1993","1993","1000 persons","1762.613","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","1993","1993","1000 persons","1783.087","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","1993","1993","1000 persons","1531.986","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","1993","1993","1000 persons","2073.679","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1994","1994","1000 persons","3559.398","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","1994","1994","1000 persons","1768.195","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","1994","1994","1000 persons","1791.203","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","1994","1994","1000 persons","1533.022","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","1994","1994","1000 persons","2093.777","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1995","1995","1000 persons","3579.482","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","1995","1995","1000 persons","1776.906","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","1995","1995","1000 persons","1802.576","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","1995","1995","1000 persons","1535.495","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","1995","1995","1000 persons","2116.05","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1996","1996","1000 persons","3606.728","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","1996","1996","1000 persons","1790.064","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","1996","1996","1000 persons","1816.664","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","1996","1996","1000 persons","1539.168","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","1996","1996","1000 persons","2140.681","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1997","1997","1000 persons","3640.15","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","1997","1997","1000 persons","1806.643","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","1997","1997","1000 persons","1833.507","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","1997","1997","1000 persons","1543.686","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","1997","1997","1000 persons","2168.778","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1998","1998","1000 persons","3678.667","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","1998","1998","1000 persons","1826.162","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","1998","1998","1000 persons","1852.505","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","1998","1998","1000 persons","1550.317","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","1998","1998","1000 persons","2200.253","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1999","1999","1000 persons","3719.912","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","1999","1999","1000 persons","1847.277","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","1999","1999","1000 persons","1872.634","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","1999","1999","1000 persons","1559.663","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","1999","1999","1000 persons","2236.036","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 persons","3768.95","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 persons","1872.635","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 persons","1896.315","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 persons","1572.038","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 persons","2276.738","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 persons","3829.018","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 persons","1902.727","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 persons","1926.291","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 persons","1587.218","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 persons","2322.075","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 persons","3894.258","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 persons","1934.347","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 persons","1959.911","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 persons","1604.488","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 persons","2371.8","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 persons","3958.705","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 persons","1966.777","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 persons","1991.928","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 persons","1622.84","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 persons","2426.707","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","4031.954","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 persons","2006.403","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 persons","2025.552","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 persons","1643.163","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 persons","2485.586","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 persons","4121.216","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 persons","2056.306","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 persons","2064.91","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 persons","1665.092","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 persons","2547.885","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","4234.806","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 persons","2117.932","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 persons","2116.874","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 persons","1689.583","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 persons","2613.787","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","4359.834","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 persons","2180.204","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 persons","2179.63","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 persons","1717.899","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 persons","2680.174","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","4452.392","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 persons","2221.4","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 persons","2230.992","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 persons","1744.599","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 persons","2744.99","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","4499.792","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 persons","2239.184","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 persons","2260.608","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 persons","1765.932","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 persons","2802.132","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","4524.585","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 persons","2247.178","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 persons","2277.407","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 persons","1779.414","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 persons","2847.514","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","4544.501","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 persons","2253.715","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 persons","2290.785","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 persons","1783.796","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 persons","2878.783","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","4564.55","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 persons","2261.322","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 persons","2303.228","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 persons","1780.388","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 persons","2897.729","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","4588.832","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 persons","2272.22","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 persons","2316.612","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 persons","1772.537","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","2909.43","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","4622.167","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","2286.838","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","2335.329","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","1764.876","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","2921.471","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","4665.76","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","2308.039","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","2357.72","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1760.732","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2939.375","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","4715.788","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","2333.847","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","2381.941","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","1761.09","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","2964.988","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","4771.854","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","2362.383","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","2409.471","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","1764.335","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","2997.322","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4834.507","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2394.313","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2440.194","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1769.22","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3034.528","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","4896.019","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","2425.139","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","2470.88","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","1773.798","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 persons","3073.341","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 persons","4946.119","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 persons","2450.316","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 persons","2495.802","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 persons","1776.656","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 persons","3111.336","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 persons","4986.526","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 persons","2470.919","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 persons","2515.607","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 persons","1777.637","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 persons","3148.202","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1950","1950","1000 persons","28069.694","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1950","1950","1000 persons","13507.06","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1950","1950","1000 persons","14562.633","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1950","1950","1000 persons","13496.009","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1950","1950","1000 persons","14573.726","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1951","1951","1000 persons","28207.08","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1951","1951","1000 persons","13585.318","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1951","1951","1000 persons","14621.762","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1951","1951","1000 persons","13462.062","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1951","1951","1000 persons","14781.573","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1952","1952","1000 persons","28404.771","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1952","1952","1000 persons","13692.14","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1952","1952","1000 persons","14712.631","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1952","1952","1000 persons","13422.112","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1952","1952","1000 persons","15020.261","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1953","1953","1000 persons","28633.539","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1953","1953","1000 persons","13816.13","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1953","1953","1000 persons","14817.408","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1953","1953","1000 persons","13389","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1953","1953","1000 persons","15269.669","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1954","1954","1000 persons","28862.377","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1954","1954","1000 persons","13939.254","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1954","1954","1000 persons","14923.124","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1954","1954","1000 persons","13359.555","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1954","1954","1000 persons","15527.794","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1955","1955","1000 persons","29095.374","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1955","1955","1000 persons","14064.871","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1955","1955","1000 persons","15030.503","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1955","1955","1000 persons","13332.418","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1955","1955","1000 persons","15792.936","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1956","1956","1000 persons","29329.776","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1956","1956","1000 persons","14191.574","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1956","1956","1000 persons","15138.202","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1956","1956","1000 persons","13306.903","X","Figure from international organizations",""
